,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
21,2021-03-23,673.2456782126188,593.2583435419028,744.7184218528324,673.2456782126188,673.2456782126188,-4.661943177161162,-4.661943177161162,-4.661943177161162,-4.661943177161162,-4.661943177161162,-4.661943177161162,0.0,0.0,0.0,668.5837350354577
22,2021-03-24,672.8431285450804,597.5261006293773,750.6563384494278,672.8431285450804,672.8431285450804,-0.9991574300327806,-0.9991574300327806,-0.9991574300327806,-0.9991574300327806,-0.9991574300327806,-0.9991574300327806,0.0,0.0,0.0,671.8439711150476
23,2021-03-25,672.4405788775422,594.9148421593437,744.2677181106217,672.4405788775422,672.4405788775422,-9.327065370040856,-9.327065370040856,-9.327065370040856,-9.327065370040856,-9.327065370040856,-9.327065370040856,0.0,0.0,0.0,663.1135135075014
24,2021-03-26,672.0380292100037,586.8613464988259,735.868537409422,672.0380292100037,672.0380292100037,-11.645887282812001,-11.645887282812001,-11.645887282812001,-11.645887282812001,-11.645887282812001,-11.645887282812001,0.0,0.0,0.0,660.3921419271917
25,2021-03-29,670.8303801338109,589.111161051845,745.6905140648068,670.8303801338109,670.8303801338109,-1.1722415224407625,-1.1722415224407625,-1.1722415224407625,-1.1722415224407625,-1.1722415224407625,-1.1722415224407625,0.0,0.0,0.0,669.6581386113701
26,2021-03-30,670.4278304417467,586.0114935325767,735.8954107970127,670.4278304417467,670.4278304417467,-4.6619431771390705,-4.6619431771390705,-4.6619431771390705,-4.6619431771390705,-4.6619431771390705,-4.6619431771390705,0.0,0.0,0.0,665.7658872646076
27,2021-03-31,670.0252807496823,597.8547981927271,744.9282226620081,670.0252807496823,670.0252807496823,-0.9991574300255006,-0.9991574300255006,-0.9991574300255006,-0.9991574300255006,-0.9991574300255006,-0.9991574300255006,0.0,0.0,0.0,669.0261233196568
28,2021-04-01,669.622731057618,590.158601702477,742.5849271953269,669.622731057618,669.622731057618,-9.327065370037861,-9.327065370037861,-9.327065370037861,-9.327065370037861,-9.327065370037861,-9.327065370037861,0.0,0.0,0.0,660.2956656875801
29,2021-04-05,668.0125322893608,596.679089617352,746.287303978114,668.0125322893608,668.0125322893608,-1.172241522466075,-1.172241522466075,-1.172241522466075,-1.172241522466075,-1.172241522466075,-1.172241522466075,0.0,0.0,0.0,666.8402907668948
30,2021-04-06,667.6099825972966,585.5385838395727,740.2892252545129,667.6099825972966,667.6099825972966,-4.661943177144715,-4.661943177144715,-4.661943177144715,-4.661943177144715,-4.661943177144715,-4.661943177144715,0.0,0.0,0.0,662.9480394201519
31,2021-04-07,667.2074329052323,594.5663922757233,742.6536933126414,667.2074329052323,667.2074329052323,-0.9991574300310353,-0.9991574300310353,-0.9991574300310353,-0.9991574300310353,-0.9991574300310353,-0.9991574300310353,0.0,0.0,0.0,666.2082754752013
32,2021-04-08,666.8048832131681,578.0404195523811,728.222897469545,666.8048832131681,666.8048832131681,-9.327065370007446,-9.327065370007446,-9.327065370007446,-9.327065370007446,-9.327065370007446,-9.327065370007446,0.0,0.0,0.0,657.4778178431607
33,2021-04-09,666.4023335132654,576.7717424453049,732.2425708480347,666.4023335132654,666.4023335132654,-11.645887282850381,-11.645887282850381,-11.645887282850381,-11.645887282850381,-11.645887282850381,-11.645887282850381,0.0,0.0,0.0,654.756446230415
34,2021-04-12,665.1946844135576,591.3823441511671,741.3750737520314,665.1946844135576,665.1946844135576,-1.1722415224670393,-1.1722415224670393,-1.1722415224670393,-1.1722415224670393,-1.1722415224670393,-1.1722415224670393,0.0,0.0,0.0,664.0224428910906
35,2021-04-13,664.7921347136551,582.8263768756237,734.8590097378875,664.7921347136551,664.7921347136551,-4.661943177164398,-4.661943177164398,-4.661943177164398,-4.661943177164398,-4.661943177164398,-4.661943177164398,0.0,0.0,0.0,660.1301915364907
36,2021-04-14,664.3895850137524,585.1085872544513,739.2943852352918,664.3895850137524,664.3895850137524,-0.9991574300365689,-0.9991574300365689,-0.9991574300365689,-0.9991574300365689,-0.9991574300365689,-0.9991574300365689,0.0,0.0,0.0,663.3904275837158
37,2021-04-15,663.9870353138499,579.9687364270073,732.921699284793,663.9870353138499,663.9870353138499,-9.327065370013678,-9.327065370013678,-9.327065370013678,-9.327065370013678,-9.327065370013678,-9.327065370013678,0.0,0.0,0.0,654.6599699438362
38,2021-04-16,663.5844856139473,579.068306747513,732.7660861745678,663.5844856139473,663.5844856139473,-11.64588728284352,-11.64588728284352,-11.64588728284352,-11.64588728284352,-11.64588728284352,-11.64588728284352,0.0,0.0,0.0,651.9385983311038
39,2021-04-19,662.3768365142396,585.6087645090903,733.8198623582527,662.3768365142396,662.3768365142396,-1.1722415224680025,-1.1722415224680025,-1.1722415224680025,-1.1722415224680025,-1.1722415224680025,-1.1722415224680025,0.0,0.0,0.0,661.2045949917716
40,2021-04-20,661.9742868143371,583.4417403008783,737.8434628557694,661.9742868143371,661.9742868143371,-4.661943177156173,-4.661943177156173,-4.661943177156173,-4.661943177156173,-4.661943177156173,-4.661943177156173,0.0,0.0,0.0,657.3123436371809
41,2021-04-21,661.5717370558766,589.0722121868705,738.6629787367079,661.5717370558766,661.5717370558766,-0.9991574300421022,-0.9991574300421022,-0.9991574300421022,-0.9991574300421022,-0.9991574300421022,-0.9991574300421022,0.0,0.0,0.0,660.5725796258345
42,2021-04-22,661.1691872974163,581.218375974912,731.5362539756088,661.1691872974163,661.1691872974163,-9.327065370019906,-9.327065370019906,-9.327065370019906,-9.327065370019906,-9.327065370019906,-9.327065370019906,0.0,0.0,0.0,651.8421219273964
43,2021-04-23,660.7666375389559,571.2110270053704,727.1913295404162,660.7666375389559,660.7666375389559,-11.645887282829046,-11.645887282829046,-11.645887282829046,-11.645887282829046,-11.645887282829046,-11.645887282829046,0.0,0.0,0.0,649.1207502561269
44,2021-04-26,659.558988263575,580.7442102922888,732.309180654249,659.558988263575,659.558988263575,-1.172241522481141,-1.172241522481141,-1.172241522481141,-1.172241522481141,-1.172241522481141,-1.172241522481141,0.0,0.0,0.0,658.3867467410938
45,2021-04-27,659.1564385051145,578.5554077082678,725.9144434371667,659.1564385051145,659.1564385051145,-4.66194317714795,-4.66194317714795,-4.66194317714795,-4.66194317714795,-4.66194317714795,-4.66194317714795,0.0,0.0,0.0,654.4944953279665
